titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina
Audi A4 2015|autos|deportivo|Audi|A4|2015|US$ 14,990|"Gasolina|Automática - Secuencial
Kilometraje:
50,500 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|50500.0|Lima, Lima|[]|https://neoauto.com/auto/usado/audi-a4-2015-1843345|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Chevrolet Camaro 2014|autos|deportivo|Chevrolet|Camaro|2014|US$ 22,900|"Gasolina|Automática - Secuencial
Kilometraje:
55,300 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|55300.0|Lima, Lima|[]|https://neoauto.com/auto/usado/chevrolet-camaro-2014-1844917|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Mercedes Benz 230ce Coupé 1981|autos|deportivo|Mercedes Benz|230ce Coupé|1981|US$ 12,000|"Gasolina|Automática
Kilometraje:
250,000 Kms
Lima, Lima"|Gasolina|Automática||250000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/mercedes-benz-230ce-coupe-1981-1845644|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Toyota Celica 1983|autos|deportivo|Toyota|Celica|1983|US$ 4,000|"Gasolina|Mecánica
Kilometraje:
100,000 Kms
Lima, Lima"|Gasolina|Mecánica||100000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/toyota-celica-1983-1845022|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Mercedes Benz C-180 Sport Coupe 2012|autos|deportivo|Mercedes Benz|C-180 Sport Coupe|2012|US$ 13,800|"Gasolina|Automática - Secuencial
Kilometraje:
84,300 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|84300.0|Lima, Lima|[]|https://neoauto.com/auto/usado/mercedes-benz-c-180-sport-coupe-2012-1845783|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Mercedes Benz 200 2014|autos|deportivo|Mercedes Benz|200|2014|US$ 15,350|"Gasolina|Automática
Kilometraje:
69,000 Kms
Lima, Lima"|Gasolina|Automática||69000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/mercedes-benz-200-2014-1844830|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Mini Cooper S 2012|autos|deportivo|Mini|Cooper S|2012|US$ 12,500|"Gasolina|Mecánica
Kilometraje:
92,500 Kms
Lima, Lima"|Gasolina|Mecánica||92500.0|Lima, Lima|[]|https://neoauto.com/auto/usado/mini-cooper-s-2012-1848375|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Bmw 320i 2025|autos|deportivo|BMW|320i|2025|US$ 50,000|"Gasolina|Automática - Secuencial
Kilometraje:
3,700 Kms
Arequipa, Arequipa"|Gasolina|Automática|Secuencial|3700.0|Arequipa, Arequipa|[]|https://neoauto.com/auto/usado/bmw-320i-2025-1847391|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Chevrolet Camaro 2018|autos|deportivo|Chevrolet|Camaro|2018|US$ 42,000|"Gasolina|Automática - Secuencial
Kilometraje:
17,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|17000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/chevrolet-camaro-2018-1846192|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Porsche Cayman Gts 2015|autos|deportivo|Porsche|Cayman Gts|2015|US$ 70,000|"Gasolina|Automática
Kilometraje:
20,000 Kms
Lima, Lima"|Gasolina|Automática||20000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/porsche-cayman-gts-2015-1848389|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Kia Cerato Koup 2017|autos|deportivo|Kia|Cerato Koup|2017|US$ 13,500|"Gasolina|Automática - Secuencial
Kilometraje:
30,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|30000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/kia-cerato-koup-2017-1846400|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Lexus Is 250 C 2014|autos|deportivo|Lexus|Is 250 C|2014|US$ 16,600|"Gasolina|Automática - Secuencial
Kilometraje:
103,000 Kms
Trujillo, La Libertad"|Gasolina|Automática|Secuencial|103000.0|Trujillo, La Libertad|[]|https://neoauto.com/auto/usado/lexus-is-250-c-2014-1845234|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=6
Bmw 120i 2019|autos|deportivo|BMW|120i|2019|US$ 20,999|"Gasolina|Automática - Secuencial
Kilometraje:
54,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|54000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/bmw-120i-2019-1847229|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
Aston Martin Vanquish 2013|autos|deportivo|Aston Martin|Vanquish|2013|US$ 88,000|"Gasolina|Automática - Secuencial
Kilometraje:
22,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|22000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/aston-martin-vanquish-2013-1846339|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
Ford Mustang 1980|autos|deportivo|Ford|Mustang|1980|US$ 5,000|"Gasolina|Automática
Kilometraje:
180,000 Kms
Lima, Lima"|Gasolina|Automática||180000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/ford-mustang-1980-1718724|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
Mercedes Benz 200 2020|autos|deportivo|Mercedes Benz|200|2020|US$ 21,000|"Gasolina|Automática - Secuencial
Kilometraje:
43,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|43000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/mercedes-benz-200-2020-1847331|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
Mercedes Benz Cla 200 Coupe 2015|autos|deportivo|Mercedes Benz|Cla 200 Coupe|2015|US$ 17,900|"Gasolina|Automática - Secuencial
Kilometraje:
47,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|47000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/mercedes-benz-cla-200-coupe-2015-1846321|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
Mercedes Benz Cla 200 Coupe 2017|autos|deportivo|Mercedes Benz|Cla 200 Coupe|2017|US$ 19,000|"Gasolina|Automática - Secuencial
Kilometraje:
80,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|80000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/mercedes-benz-cla-200-coupe-2017-1844787|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
Bmw M4 2015|autos|deportivo|BMW|M4|2015|US$ 47,500|"Gasolina|Automática - Secuencial
Kilometraje:
39,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|39000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/bmw-m4-2015-1845060|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
Hyundai Coupe 1997|autos|deportivo|Hyundai|Coupe|1997|US$ 2,950|"Gasolina|Mecánica
Kilometraje:
100,000 Kms
Santa, Ancash"|Gasolina|Mecánica||100000.0|Santa, Ancash|[]|https://neoauto.com/auto/usado/hyundai-coupe-1997-1847188|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
Bmw 420i Gran Coupe 2016|autos|deportivo|BMW|420i Gran Coupe|2016|US$ 17,500|"Gasolina|Automática - Secuencial
Kilometraje:
73,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|73000.0|Lima, Lima|[]|https://neoauto.com/auto/usado/bmw-420i-gran-coupe-2016-1847747|usados|https://neoauto.com/venta-de-autos-usados--deportivo?page=7
