titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina|img_urls
Mitsubishi Asx 2023|autos|camionetas-suv|Mitsubishi|Asx|2023|US$ 19,900|"Gasolina|Automática
Kilometraje:
13,000 Kms
Lima, Lima"|Gasolina|Automática||13000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/mitsubishi-asx-2023-1845756|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2072086.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_8355695.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_5863373.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_2670935.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_7107922.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_9407387.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_3623670.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_1317857.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_3483837.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_7011799.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_8054178.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_1610285.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_8274877.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_4223081.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/114188/114188_4055872.webp']
Bmw X3 20i 2025|autos|camionetas-suv|BMW|X3 20i|2025|US$ 63,500|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
600 Kms
Lima, Lima
BMW X3 20i XDRIVE"|Gasolina-Híbrido|Automática|Secuencial|600.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-x3-20i-2025-1848646|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_6055421.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8946087.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_3540893.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7416848.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8568591.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_5851497.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7350325.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_1191548.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_1699563.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_2649383.webp']
Volkswagen Touareg 2023|autos|camionetas-suv|Volkswagen|Touareg|2023|US$ 48,900|"Gasolina|Automática
Kilometraje:
18,500 Kms
Lima, Lima
ASIENTOS DE CUERO, CAMARA Y SENSORES DE RETROCESO"|Gasolina|Automática||18500.0|Lima, Lima|SERVICIO CONCESIONARIO|https://neoauto.com/auto/seminuevo/volkswagen-touareg-2023-1836568|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_4399641.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_1606304.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_8166740.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7098299.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_6379902.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7638021.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_9315010.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_2823565.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_3939288.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5517612.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7891429.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5357978.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7712286.webp']
Mercedes Benz Glb 200 2023|autos|camionetas-suv|Mercedes Benz|Glb 200|2023|US$ 39,500|"Gasolina|Automática
Kilometraje:
21,200 Kms
Lima, Lima
02 FILAS 4X2, GARANTÍA DIVEMOTOR 01 SERVICIO GRATUITO"|Gasolina|Automática||21200.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-glb-200-2023-1849863|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_9066164.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_8528479.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7134544.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_3903737.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_1028233.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5895971.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_2516315.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5139728.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_1900036.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_6537208.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_6101856.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_6945123.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_6953218.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_4685927.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_8152806.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7443672.webp']
Bmw X6 40i 2020|autos|camionetas-suv|BMW|X6 40i|2020|US$ 62,900|"Gasolina|Automática - Secuencial
Kilometraje:
53,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|Gasolina|Automática|Secuencial|53000.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/bmw-x6-40i-2020-1851603|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2040599.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_9733438.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_7155645.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_1982413.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_7930297.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_9204469.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2580150.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_8565860.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2555499.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_1116498.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_5572200.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_9022464.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_8764639.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2487508.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_5157281.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_4618849.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_8316466.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_7207431.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_5222880.webp']
Bmw X3 2017|autos|camionetas-suv|BMW|X3|2017|US$ 23,900|"Gasolina|Automática
Kilometraje:
68,600 Kms
Lima, Lima
SDrive 20i (Sunroof), ASIENTOS CUERO,SENSORES Y CAMARA RETRO"|Gasolina|Automática||68600.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/bmw-x3-2017-1851929|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_1449133.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7653085.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_8621559.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_9964407.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7426978.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_9343363.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_9865987.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_8645858.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_7356273.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5089432.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_2797728.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5416856.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5612839.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/470963/470963_5386269.webp']
Toyota 4runner 2018|autos|camionetas-suv|Toyota|4runner|2018|US$ 45,900|"Dual|Automática - Secuencial
Kilometraje:
117,440 Kms
Lima, Lima
TOYOTA 4RUNNER 2018"|Dual|Automática|Secuencial|117440.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/toyota-4runner-2018-1842230|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1803946.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_8016495.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3408787.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2239612.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9725775.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9041652.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5005381.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9572114.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7621907.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2702546.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2055529.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4393473.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1379093.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3359987.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6854011.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7871955.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5433532.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6247611.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1542022.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3008072.webp']
Land Rover Discovery Sport 2018|autos|camionetas-suv|Land Rover|Discovery Sport|2018|US$ 22,490|"Gasolina|Automática
Kilometraje:
62,556 Kms
Lima, Lima
ENTREGA INMEDIATA"|Gasolina|Automática||62556.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/land-rover-discovery-sport-2018-1849975|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_9883202.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_5638548.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_8542452.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_4326217.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_2596886.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_5126531.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_9841012.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_2220059.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_2131423.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_1104904.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_5802660.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_9855719.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_9090905.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/518808/518808_8835856.webp']
Toyota 4runner 2026|autos|camionetas-suv|Toyota|4runner|2026|US$ 74,000|"Gasolina|Automática - Secuencial
Kilometraje:
4,237 Kms
Lima, Lima
TOYOTA 4RUNNER 2.4T AT SR5 2026"|Gasolina|Automática|Secuencial|4237.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/toyota-4runner-2026-1847476|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4499467.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9357078.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3937249.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9747555.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_8199648.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9091292.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_8313961.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_8811844.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7377435.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7580278.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4146248.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3584898.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9414997.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5022904.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2829059.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6280813.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2157561.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1468279.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3022459.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4504042.webp']
Bmw Ix 2024|autos|camionetas-suv|BMW|Ix|2024|US$ 93,991|"Eléctrico|Automática
Kilometraje:
3,739 Kms
Lima, Lima
BMW IX XDrive40 Eléctrico"|Eléctrico|Automática||3739.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-ix-2024-1842481|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=6|['https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_1695080.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_2717721.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_2858810.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7750855.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5333581.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5449964.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8558866.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8404762.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7213997.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_1364127.webp']
Jeep Grand Cherokee Trackhawk 2019|autos|camionetas-suv|Jeep|Grand Cherokee Trackhawk|2019|US$ 87,900|"Gasolina|Automática - Secuencial
Kilometraje:
33,800 Kms
Lima, Lima
JEEP GRAND CHEROKEE TRACKHAWK SUPERCHARGED"|Gasolina|Automática|Secuencial|33800.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-trackhawk-2019-1836093|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=7|['https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8908408.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_6173658.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_6150374.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_4986006.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8892637.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_6323478.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7505010.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8754407.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_6689307.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_1708031.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_2041074.webp']
Chevrolet Traverse 2017|autos|camionetas-suv|Chevrolet|Traverse|2017|US$ 19,900|"Gasolina|Automática - Secuencial
Kilometraje:
114,593 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|114593.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/chevrolet-traverse-2017-1817685|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=7|['https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2084566.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1404542.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3364095.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1157248.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4419995.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4663099.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3145807.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7548776.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6130386.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6579188.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4528340.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9961297.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1395951.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2995966.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9444413.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_8639437.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1203835.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6406621.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1452984.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5804795.webp']
